postText	phrase(s)	spoiler
Orlando Coroner Did Something Unusual with Shooter’s Body to Honor the 49 Victims	"[While hundreds of thousands have shown their love and support for the victims of the Orlando massacre, the local coroner’s office just did their own act of support in a way only they could., This is not a law or requirement, but was rather done out of respect for the victims and their families so that the shooter may never be near the 49 beautiful souls again.""]"	['The shooter’s autopsy was also conducted in another building, away from the victims.']
Scientists have FINALLY found a legit cure for hangovers. You won’t believe what it is —&gt;	"[Outside of helping with constipation, decreasing inflammation, helping you with cholesterol levels—or just generally being a tasty fruit—pears are reportedly perfect with helping avoid the possibility of a hangover., ""In particular, reductions were seen in blood acetaldehyde levels, the toxic metabolic thought to be responsible for hangover symptoms,"" she says in an interview with Quartz.]"	['Korean pear juice']
"Former ""Full House"" star is now a go-go-dancer"	"[Back in the early 1990s, Blake McIver was a child actor with family-friendly roles in ""Full House,"" ""The Little Rascals"" and ""Home Improvement."", Today, McIver is a go-go dancer in Los Angeles.]"	['Blake McIver']
Check Out These New Bizarre Laws For 2017	[Across the country, state legislatures had been hard at work in 2016 crafting new laws to take effect on January 1, 2017, Clayton Morris reported.]	"['As of Sunday in Illinois, it is now legal to hunt for catfish with pitchforks or spears', ""Farther west in Oregon, the state legislature banned the use of 'sky lanterns'"", 'In Pennsylvania, beer customers are now able to purchase six-packs at local grocery stores, and are able to purchase beverages in any quantity from a beer distributor.']"
Chinese Father Realizes His Greatest Regret After His Son Dies in Car Accident	[A father realized one of his biggest regrets after his son’s fatal car crash and is now committed to helping Asian immigrant parents avoid his mistake.]	"['""Son, you go back to study. You’re not going to be a football player. You are Chinese.""']"
How did @MileyCyrus beat @Beyonce?!	[A father realized one of his biggest regrets after his son’s fatal car crash and is now committed to helping Asian immigrant parents avoid his mistake.]	['most-searched people of 2013']
Adele Forgets The Lyrics To Her Own Song, Her Reaction Will Make You LOL	[Adele forgot the lyrics to her song and this was her reaction.]	"['stopped the band and laughed off her mistake declaring: ""S***, wrong words!""']"
A gay teenager has been hailed a feminist hero for her fantastic high school yearbook quote	[A gay teenager from California has been hailed a feminist hero after her high school yearbook quote has gone viral.]	"['The quote reads: ""I need feminism because I intend on marrying rich and I can’t do that if my wife and I are making .75 cent for every dollar a man makes.""']"
Proof that Santa Claus loves pit bulls	[But what the pit bull/English boxer mix, who belongs to Miles Clark Gray of the Washington Animal Rescue League in D.C., really wanted for Christmas was on the floor -- in the form of a great big belly rub.]	['a great big belly rub']
"Head’s up ""The Newsroom"" fans this one might sting a bit"	"[Head’s up ""The Newsroom"" fans, this one might sting a bit.]"	"['parody on tonight’s episode of ""Inside Amy Schumer.""']"
Microsoft Applicant Shares Crazy Hard Interview Question That Left Him Stumped	[Google’s now-banned interview questions have become the stuff of Internet folklore., But now, a former interviewee of Microsoft has revealed a question he was asked after applying for a job at the multi-billion dollar company., Prashant Bagdia posted on the website Quora the story of his friend who went for a job interview at Microsoft.]	"['For the last question, the interviewer asked: ""A right triangle has a hypotenuse equal to 10 and an altitude to the hypotenuse equal to 6. Find the area of the triangle.""']"
What Does the ‘Brexit’ Vote Mean for Northern Ireland, Scotland and Wales?	[U.K. Prime Minister has said that negotiations with the European Union over the country’s exit will require the engagement of the Scottish, Welsh and Northern Ireland governments., But the vote has exposed polarization between Scotland and large parts of England who voted to stay and other parts of the U.K. Scottish First Minister Nicola Sturgeon said a [...]]	['U.K. Prime Minister has said that negotiations with the European Union over the country’s exit will require the engagement of the Scottish, Welsh and Northern Ireland governments.']
This is the difference between a job and a calling	[I’ve learned that work is most fulfilling when it’s a calling., And often, it’s a calling because you find a deep sense of purpose and positive impact in your role., In Corporate Culture and Performance, authors John Kotter and James Heskett write that purposeful, value-based companies outperform their counterparts with 400% higher revenues, 700% greater job growth and 1,200% higher stock prices., Many people start to explore their feelings when they’re unhappy, dissatisfied with their job and/or upset with their personal life.]	['it’s a calling because you find a deep sense of purpose and positive impact in your role']
He's Having A Bad Day At Work, But When He Looks Out Of His Truck, He Spots THIS...	[He was having a particularly rough day at work, and he admits that he was busy feeling sorry for himself, but that’s when he looked out of the window of his truck.]	['60-year-old woman sitting alone in her car reading a book']
"This ""Star Wars"" theory about Rey will blow your mind"	[The conclusion of Star Wars: The Force Awakens left us all with one question: Who are Rey's parents?, Both Rey and Palpatine are the only two characters in the Star Wars universe who use this forward-thrust move.]	"[""that Rey is in fact Emperor Palpatine's granddaughter""]"
A former model starved to death, but not from anorexia	[This article originally appeared on Newser: Former Model Starved to Death—but Not From Anorexia]	['Lisa Brown']
The Ice Bucket Challenge actually ... worked?	[As you may recall, the Ice Bucket Challenge went viral in the summer of 2014., The idea was to challenge friends to either dump a bucket of ice water over their heads or donate to the ALS Association., With the reported $115 million raised from the Ice Bucket Challenge, the ALS Association funded six research projects, one of which recently published its findings: identification of a new gene that contributes to the disease.]	['With the reported $115 million raised from the Ice Bucket Challenge, the ALS Association funded six research projects,']
Everyone Who Has THESE Holes On The Back is Really Special! THIS is Why...	"[These small circles are called ""Venus Holes"" and are formed on the lower back of women., However, some men can also have them and in that case they are called ""Apollo Holes"", The ""Venus Holes"" are a sign of good circulation and a healthy body., Since ""Venus Holes"" are located in a place where there is no muscle, it’s impossible to create them with exercises.]"	"['These small circles are called ""Venus Holes"" and are formed on the lower back of women. However, some men can also have them and in that case they are called ""Apollo Holes""']"
Why are so many Olympians covered in large red circles?	[A number of Olympians - including the most decorated Olympic athlete of all time, Michael Phelps - have been photographed with large red circles on their skin.]	['cupping']
Power battle	"[Tensions and anger are now rising in the Gaza Strip as many are without power for more than 18 hours a day., Thousands of angry demonstrators have poured onto the streets, protesting against both the local electricity company and the Hamas-run Gaza power authority, demanding an immediate solution., The unusual protest near Gaza's most densely populated place - the Jebaliya refugee camp - was one of the largest unauthorised and unplanned protests since Hamas reinforced its power in the strip in 2007, when it removed officials from the Fatah movement., For the last couple of years, people in Gaza receive electricity on alternating eight-hour cycles, but for the last four weeks they have only received a maximum of four hours of power a day from the electricity company - a reduction in supply that has come in the middle of particularly cold weather in Gaza., The two million residents of Gaza require around 470-500 megawatts of power per day, but at the moment are receiving less than half of that, according to the spokesman for the electricity supplier, Tariq Lubbad., Hamas spokesperson Fawzi Barhum said that the ongoing power shortage was ""intentional"" and aimed ""to tighten the unfair siege on Gaza and create chaos and anarchy""., More than 10 years ago, Israel destroyed a large part of the power plant located in central Gaza after the kidnapping of Israeli soldier Gilad Shalit by Hamas militants., Since then, power shortages have had an impact on almost every aspect of life in Gaza., Local and international organisations have suggested numerous solutions over the past decade to solve the crisis, leading to the reconstruction of the destroyed power station.]"	['This week security forces of the Palestinian Islamist movement Hamas have arrested dozens of Gaza residents for participating in protests against cuts to the electricity supply']
Do Trees Sleep at Night?	"[It depends on how you define ""sleep,"" but trees do relax their branches at night, which might be a sign of snoozing, scientists said., Trees might sleep after dark, according to precise laser measurements that detected the plants' branches drooping at night.]"	"['It depends on how you define ""sleep,"" but trees do relax their branches at night, which might be a sign of snoozing, scientists said.']"
London's Muslim Mayor Perfectly Responds To Donald Trump's Offer In Just 5 Words	[Across the pond, there is Donald Trump, the Republican presidential nominee who has been roundly criticized for calling for a ban on all Muslims entering the United States.]	"['""there will always be exceptions.""']"
Because of Brexit, this city is now likely to become Europe’s startup capital	[The suits come two weeks after Vievu sued Taser on the claim that the company had illegally lobbied officials in the city of Phoenix to abandon a $3.6 million camera contract that Vievu had recently won., The body-camera war has also included skirmishes in New York City, where Vievu's win of a $6.4 million body camera contract sparked similar accusations about the quality of its products and a fierce lobbying campaign by Taser.]	['Berlin']
Why You Can't Eat the Best Chocolate Crinkles in Manila	[They’re the best I’ve had in Manila because unlike others, they’re well-balanced—the sweetness is just right and isn’t overwhelming, thanks to the good chocolate worked skillfully by the bakers, and the delicate touch taken with the confectioner’s sugar.]	['(SPOT.ph) For those of us who don’t work there, attending a conference or a meeting at the Asian Development Bank (ADB) in Ortigas requires an appointment in the system, a photo ID taken on the spot, and a bout with two X-ray machines. But the bank’s real treasures aren’t in some vault, they’re in plain sight—the ADB canteen offers scrumptious meals from several Asian cuisines at affordable prices, as well as a bakery that serves up all kinds of breads, pies, and pastries.']
How to Fall Asleep in Under a Minute	"[Alina Gonzalez, who wrote "" How I Learned to Fall Asleep in Under 1 Minute "" for Byrdie.com, says that 4-7-8 helped her fall asleep amid her nerves and severe anxiety the week before she was scheduled to give the bridesmaid speech at her best friend’s wedding.]"	['breathe in for four, hold for seven, and breathe out for eight. You must inhale through your nose and exhale through your mouth.']
Cop met little girl in 1998; now she's done this	[A retired police officer who carried a young girl to safety nearly 20 years ago was reunited with her during her college graduation.]	['college graduation']
The real purpose of the end part of chopstick will blow your mind	[But most of us who have used the disposable ones are familiar with that little tab at the end of the chopsticks.]	['chopsticks holder']
We bet you didn't know this about your ice cube trays	[Egg cartons and plastic ice cube trays make great organizational tools for jewelry, cuff links and other trinkets, and they'll easily fit inside your drawer.]	['great organizational tools']
Are Student Athletes More Likely to Commit Sexual Assault?	[Are Student Athletes More Likely to Commit Sexual Assault?]	['While members of sports teams — and other male-dominated groups like fraternities and the military — are indeed more likely to commit gang rapes than the average person, there are few conclusive studies to show that athletes are more likely to commit sex crimes.']
Here’s How To Actually Make Your Penis Bigger	"[According to a recent analysis of Google data by economist Seth Stephens-Davidowitz, the top penis-related search was ""how to make my penis bigger."", Even those penile extenders and stretchers that claim to work over time would actually just be stretching your flaccid length, and that has absolutely no correlation to how big you get when hard, says Fisch., So if you've noticed a little extra weight around that area, losing a few might come with the added bonus of looking bigger where you actually want to., Bottom line: You can't magically grow a bigger penis... and that's OK., Yes, you can make some small health and aesthetic tweaks to have the biggest and hardest penis that's physically possible for you.]"	['losing weight.', 'Trim your pubic hair.', 'make sure your boner is at maximum capacity', 'there are some pills you can take.']
Why Voting for Donald Trump Is a Morally Good Choice	"[Some of my Christian friends tell me they can’t in good conscience vote for Donald Trump because, when faced with a choice between ""the lesser of two evils,"" the morally right thing is to choose neither one., I do not think that voting for Donald Trump is a morally evil choice because there is nothing morally wrong with voting for a flawed candidate if you think he will do more good for the nation than his opponent.]"	['nothing morally wrong with voting for a flawed candidate if you think he will do more good for the nation than his opponent']
She Boiled Watermelon Seeds For A Reason I’d Never Heard Of.	[She Boiled Watermelon Seeds For A Reason I’d Never Heard Of.]	['Watermelon seeds are packed with nutrients that are beneficial and healthy for you.']
Here’s who Warren Buffett thinks should be the next Fed chairman	[That appears to be Warren Buffett's philosophy when it comes to who should be the next head of the Federal Reserve -- he'd rather have current Chairman Ben Bernanke remain in the position.]	['Ben Bernanke']
Coming this fall	[His untitled Daily Show companion series will air Monday-Thursday at 11:30 p.m. ET/PT, beginning this fall, taking over the timeslot vacated by The Nightly Show with Larry Wilmore, which was cancelled last August.]	['Daily Show companion series will air Monday-Thursday at 11:30 p.m. ET/PT, beginning this fall']
1 Reason Not To Go Online If You Live In The U.S.	"[Earlier this month we saw thousands of people across get their hands on the the latest Online ID protection from SaferWeb, after yet another increase in identity theft and web-history monitoring., If you live in and have a computer, tablet or smartphone connected to the internet, then this may be the most important news you read all year., Even just browsing online is a risk in 2016., We wanted to help users protect their Identity & Internet Connection to eliminate the risk of any online, banking or personal information being stolen, monitored or hacked"", So, how do you Protect Your Online Identity Today?]"	['your activities could be monitored and private information collected']
You'll Never Guess What Else Gives You The Munchies	[Until now you thought that your love for marijuana was the reason for your munchies, but you’ll never guess what else can actually give you the munchies.]	['sleep deprivation']
"Final episodes of ""Breaking Bad"" will be on @Netflix way sooner than you thought"	"[""Breaking Bad"" has been very popular on Netflix, but fans have been wondering when the show's final eight episodes will finally arrive on the service., Now we know: The eight final episodes of ""Breaking Bad"" hit Netflix on Feb. 24., And those who've already seen ""Breaking Bad"" may want to delve into the second half of the final season again: Season 5 is widely acclaimed, and many critics have called ""Ozymandias,"" the third-to-last episode of ""Breaking Bad,"" one of the greatest TV episodes of all time.]"	['Feb. 24']
Is It Safe to Drink Blood?	[But is it safe to drink blood?]	['In very small amounts (say, a few teaspoons), and if the blood is free from pathogens (such as the many blood-borne diseases), blood might not harm you. Beyond that, watch out.']
If you're a millennial couple, chances are you flat-out ROCK at this	"[but this new study shows that millennial couples are actually much better at a certain relationship skill than other generations., The study says that 74% of millennial couples talk about their money weekly, and that those who do report higher levels of satisfaction and happiness in their relationships., Among this group, couples were found to be much happier on average than the other demographics, with 49% of the millennial couples saying that they’re ""extremely happy"" with their ""soulmate."", Of course, this survey isn’t a blanket statement about any particular generation or couple, and every individual and couple has their own challenges to face, but it is still awesome to see something positive being said about the millennial age group.]"	['talk about their money']
I’d never heard of this condition until the terrible joint pain set in.	"[Instead, I’d endured anemia, weight loss, fevers, stiffness and sometimes excruciating pain in my hips and legs., The culprit: polymyalgia rheumatica, or PMR, an autoimmune disease that spreads painful inflammation through most of the body’s joints., Never heard of it?, In most cases, the condition can be cured, although slowly over months, sometimes years., Basically, polymyalgia rheumatica tricks the immune system into attacking its own body — sending antibodies and immune cells into the hundreds of fluid-filled sacs called bursae that lie throughout our joints and surrounding soft tissue., In the healthy body, those sacs — some no wider than a dime, others the size of a silver dollar — keep our joints moving smoothly., But when inflamed by PMR, they cause pain and stiffness., ""And there are other conditions that mimic PMR,"" such as rheumatoid arthritis, various infections and even some forms of cancer., Leslie Kermath, 70, of Whitefish, Mont., spent almost a month undergoing tests before her doctor felt confident that PMR was causing her pain, stiffness and fever., For a PMR patient, prednisone feels like a miracle drug because it so quickly attacks inflammation and banishes the pain and stiffness., PMR patients can expect their doctors to look for symptoms of GCA: severe headaches, tender scalp, jaw pain and blurred vision.]"	['polymyalgia rheumatica']
How the Chicago Cubs won Game 7	[Here’s an inning-by-inning breakdown of how the Cubs won Game 7:]	['the Cubs poured it on in the 10th inning, scoring 2 runs to provide the cushion they needed. World Series M.V.P. Ben Zobrist hit a go-ahead double, and Miguel Montero followed up with an R.B.I. single to give the Cubs the insurance run they needed.']
How To Play Pokémon Go In Your Car Without Mowing Down Trees Or People	[We’ve seen driving players hit trees, and at least two have even hit cop cars—one in Baltimore and another in Montréal., You can enjoy the comfortable seats, luxurious cupholders and life-sustaining air conditioning of your car’s interior, but don’t play the game itself unless your car is safely parked, and out of the way of other traffic., I will say that my fear of becoming That Guy who mowed down an entire median full of ornamental shrubberies while playing Pokémon Go has made me a less distracted driver., If you’re playing around cars, make sure they’re going to stay parked for a while.]	['Don’t Don’t! Just don’t.', 'Scope Out Your Next Pokéstop Before Going There', 'Leave Your Phone On, But On Silent And Hidden', 'Get Out And Walk Around Anyway']
Did You Know The Lids From Plastic Cups Were Made To Do This?	[I’ll admit it, I didn’t until I recently read about this novel use for the plastic lids of Starbucks cups, like the kind they use for iced coffee.]	['drink coaster']
The worst gift to give this Christmas	[It’s safe to say we can all get swept up in a frenzy of what would make the perfect Christmas gift for our loved ones.]	['a pet']
Matt Damon once asked Prince where he lived, got the most Prince answer imaginable	"[When Damon asked Prince if he still lived in Minnesota, Prince replied in the most Prince-like fashion imaginable: ""I live inside my own heart, Matt Damon.""]"	"['""I live inside my own heart, Matt Damon.""']"
Scarlett Johansson could make Oscar history	[That's because Scarlett Johansson -- who co-stars with Joaquin Phoenix in the film, but doesn't appear onscreen -- gives such a remarkable performance that she could wind up with an historic Academy Award nomination for Best Supporting Actress., With regard to Johansson's Oscar bona fides, the issue becomes slightly tricky.]	['She creates a complex, full-bodied character without any body at all']
All Blue-Eyed People Have This One Thing In Common	[Every blue-eyed person on the planet is descended from a single European who lived around 6,000 to 10,000 years ago, and who first developed a specific mutation that accounts for the now widespread iris coloration., The fact that every blue-eyed person alive today has this same mutation is pretty compelling evidence for this theory, although the identity of the initial mutant remains something of a mystery.]	['descended from a single European']
A mother hears her dead son's heart beat	[Dawn Grace lost her son four years ago, and now she meets the man who received his heart in a transplant.]	['Dawn Grace lost her son four years ago, and now she meets the man who received his heart in a transplant.']
What No One Tells You About Going Platinum (Blonde)	[Ahead, see what the experience of going blond was like.]	['It will change your life because you will be received so much differently']
The fascinating tradition that sets baseball apart	[But for more than a century, the seventh inning stretch has been one of baseball's most cherished moments, exemplifying the humor, sportsmanship and love of tradition that make the sport unique.]	['THE MUSIC', 'THE MYSTERIOUS ORIGINS', 'THE CAMARADERIE', 'THE TRADITION', 'THE RELIEF']
The Crazy Cooking Hack that Slashes the Calories in Rice by Half	[New research was presented at the 249th National Meeting & Exposition of the American Chemical Society, and revealed that adding a teaspoon of coconut oil to boiling water with a half-cup of non-fortified white rice, letting it simmer for 20 to 40 minutes, then refrigerating it for 12 hours may reduce the number of calories your body takes in by 50 to 60 percent.]	['adding a teaspoon of coconut oil to boiling water with a half-cup of non-fortified white rice, letting it simmer for 20 to 40 minutes, then refrigerating it for 12 hours may reduce the number of calories your body takes in by 50 to 60 percent']
If You Ever See Your Cat Doing This, They’re Trying To Tell You Something Very Important.	[There are many theories about why cats knead their paws into you, but many researchers agree that they’re trying to return the affection that you’re showing them., Sure, it’s kind of gross when cats bring dead animals into the house, but they do it because they consider you family – and they’re trying to teach you how to catch your own prey.]	['1. There are many theories about why cats knead their paws into you, but many researchers agree that they’re trying to return the affection that you’re showing them. They just don’t know that it actually hurts.', '2. Sure, it’s kind of gross when cats bring dead animals into the house, but they do it because they consider you family – and they’re trying to teach you how to catch your own prey.', '3. When cats rub their head against you, they’re marking you as one of their own with the concentrated scent glands in their cheeks and head. Congratulations, you’re family.', '4. A cat’s unending stare can be a little bit disconcerting, but don’t fret. First of all, they’re not really staring. Their eyes are evolved to blink less frequently than ours. But more than that, a steady, soft gaze means that they feel safe and comfortable with you.', '5. Like most creatures, cats don’t like to make themselves vulnerable. So if they roll over and present their belly to you, it’s a sign of unwavering trust.']
If You See This In A Public Washroom LEAVE Immediately And Call 911.	[If You See This In A Public Washroom LEAVE Immediately And Call 911.]	['spy camera']
How to vacation like Taylor Swift, Madonna and more of the world's wealthiest celebs:	[ Want to vacation like a celeb?, Most interesting to us here at Women@Forbes are the women on the list: self-made celebs for whom money is no object and who travel in private planes, sail on sleek yachts, stay in expensive villas and own multimillion-dollar vacation homes., Among her many business ventures, Ireland rents out a group of homes, so anyone can vacation just like the supermodel herself., Here are a few more female celebs who didn't make the top 20 list, but are wildly wealthy and definitely know how to travel in style., Taylor Swift's home in Watch Hill, Rhode Island., Taylor Swift: net worth $255 million, Millennial pop star Taylor Swift sure knows how to enjoy her down time., In 2013, she snapped up a $17 million oceanfront mansion in Watch Hill, Rhode Island, where she throws a highly Instagrammed Fourth of July party that attracts fellow celebs like Gigi Hadid, Karlie Kloss, Kesha and Blake Lively., Constant touring keeps Katy Perry on the go, but she also manages to squeeze in vacations to places like the Italian island of Sardinia, where she and boyfriend Orlando Bloom made headlines this summer (the couple have also been to Hawaii and France)., Want to vacation like Jolie?]	"['Watch Hill, Rhode Island', ""Hamilton Island on Australia's Great Barrier Reef"", 'Cuba', 'southern Italy town of Puglia', 'Kenya']"
This U.S. city is welcoming veterans with an innovative new program	[But Johnson might not have been able to find the job and community of his dreams were it not for Where Opportunity Knox, an innovative new veterans re-integration program.]	['Louisville, Kentucky', 'Where Opportunity Knox']
CNN caught ADDING key word to Trump's comments;Twitter ERUPTS	"[On Sunday, the network edited Hillary Clinton’s own words in an attempt to paint her as a more steady, politically correct candidate than Donald Trump — who immediately called the bombing what it was., According to a transcript of the interview, Trump’s remarks about profiling did not include the word ""racial."", ""But I’m not using the term Muslim,"" Trump added., CNN has been running headlines throughout the day that specifically quotes Trump as saying ""racial profiling"" and the Fox News excerpts the network sent out Monday evening also framed his quotes as responses to questions about ""racial profiling."", Cnn Claims Trump Called For ‘racial’ Profiling (he Didn’t), CNN, a radical left lying news service at best, stated that Trump believes in ""racial profiling""., And a day later, the Clinton News Network was putting words in Trump’s mouth — one word in particular., Trump’s remarks in that interview also did not include the word ""racial.""]"	['racial']
So THAT'S Why Men And Women Take Their Shirt Off Differently	"[""Men’s shirts have more room, so it’s easier to slip them off over your head; women don’t have that option,"" he posits in the video above.]"	"['""Men’s shirts have more room, so it’s easier to slip them off over your head; women don’t have that option,""']"
Game of Thrones: Did you catch this subtle change during the finale?	[It didn’t take long for last night’s Game of Thrones finale to win fans over., Fans were understandably pumped about the change; all seems right in the Game of Thrones universe—at least for now.]	['the Stark sigil was back in its rightful place']
The eyeshadow color redheads should be wearing is...	[We've found the eyeshadow color you should be wearing next spring.]	['lime green']
He is just a humongous human being that has out-of-this-world power. 550 feet is not out of the question.	[He is just a humongous human being that has out-of-this-world power., He is just a humongous human being that has out-of-this-world power.]	['Aaron Judge']
The 20 cities with the world's lowest cost of living  via @YahooFinance	[The city with the lowest relative cost of living in the world is Thiruvananthapuram, India.]	['460. Coimbatore, India', '461. Bhubaneswar, India', '462. Cairo, Egypt', '463. Mangalore, India', '464. Thiruvananthapuram, India']
According To Science, This Is The Most Addictive Food In The World	"[If processed foods are addictive, scientists have argued, it should be possible to create an addictiveness scale to find the crack cocaine among common meals., ""Although the causes of obesity are multifactorial, one potential contributing factor is the idea certain foods may be capable of triggering an addictive response in some individuals, which may lead to unintended overeating,"" the authors write., Gender was not found to be relevant; people with high BMIs reported addictive-like attraction to more foods, although the correlation was not as strong as might be expected.]"	['pizza']
8 countries where $200,000 in retirement savings will last 30 years	[You need to be at least 45 years old and have a minimum monthly income of $600 to qualify, which may be appealing if you're considering an early retirement., Utilities typically run between $48 and $79 per month, so it's definitely possible to make your retirement savings stretch.]	['1. Ecuador', '2. Nicaragua', '3. Thailand', '4. Belize', '5. Panama']
The terrifying way not sleeping enough actually changes your gut	[Experts still don’t fully understand why not getting enough sleep is connected to all of these conditions, but new research published this month adds one piece to the puzzle: Not getting enough sleep may cause changes to gut bacteria that could fundamentally change our metabolism, affecting a host of bodily systems., This new study is one of the first to suggest that not getting enough sleep is one way of making our gut bacteria unhealthy, Cedernaes explained., The data showed that getting less sleep didn’t necessarily change which gut bacteria the individuals had., Additional, longer studies will be necessary to prove that the gut bacteria changes observed after a few nights of insufficient sleep are linked with the various metabolic diseases thought to be connected to chronic sleep loss, like obesity, diabetes and heart disease.]	['This new study is one of the first to suggest that not getting enough sleep is one way of making our gut bacteria unhealthy']
"9 ways the new ""Beauty and the Beast"" is different from the original"	"[Well, that’s still up for interpretation, but one thing is clear: There were many plot twists and updates that gave the newly released ""Beauty and Beast"" a completely different feel from the original., Here’s a look at nine ways the ""Beauty and the Beast"" remake differed from the original:, While they were new to moviegoers, ""Beauty and the Beast"" composer Alan Menken said they weren’t technically ""new"" -- they were simply unused lyrics by the late Howard Ashman that didn’t make the cut in the original film.]"	"['In the remake, Belle (Emma Watson) is more than a bold, beautiful bookworm and devoted daughter -- she’s also a teacher and inventor.', 'It was never clear who Belle’s mother was or what happened to her. But thanks to the remake, those questions have finally been answered.', 'the audience assumes the Beast was born like that, his attitude simply accompanying the crown. In the remake, we found out that’s not entirely the case.', 'Lyrics to one of the movie’s most popular songs, ""Gaston,"" sounded a little different than the original.', 'the new Beast is highly educated']"
@MileyCyrus strips down in an entirely different way	"[Miley Cyrus may have stripped down to her unmentionables for the music video to her latest single, ""Adore You,"" but now the track is getting exposed in an entirely different way: with an acoustic version.]"	"[""Acoustic Take On 'Adore You'""]"
The magic word this researcher says can get people to agree with you	"[""Is moral a magic word?"" he said.]"	['moral']
Why Buffy the Vampire Slayer was the best possible name for that show	"[Included below is the essay I wrote about a little show called Buffy the Vampire Slayer, which finished in a tie for 25th place – alongside, appropriately enough, fellow classic high school dramas Freaks and Geeks and My So-Called Life – among our Pantheon of series, coming up just as soon as I get the mustard out..., Buffy the Vampire Slayer (WB, 1997–2001; UPN, 2001–2003) Total score: 94, Now, Buffy the Vampire Slayer ran seven seasons, was never in danger of cancellation at any point (it jumped networks after season 5 only because UPN was looking to steal a hit from its rival the WB), launched a long-running (and, eventually, very good) spin-off in Angel, was beloved by its fans, and helped define the identity of an entire TV network for the short but memorable existence of the WB., Except maybe this one: If you tell someone who""s never watched it that a show called Buffy the Vampire Slayer is among the best TV dramas of all time, they will roll their eyes at you and change the subject to something less divisive, like immigration policy., Would a Buffy the Vampire Slayer by any other name have been a crossover hit rather than a cult classic, or won more awards, or simply have been an easier sell to non-fans?, He knew that Buffy the Vampire Slayer was the perfect title for his series, because it captured the exact spirit of what he was planning to make.]"	['a show whose tone shifted rapidly between horror, melodrama, action, and pure comedy. The name tells you all of that']
This chain will give you free burgers for life, but on one condition	[How would you like free burgers for life?, The Australian food chain Mr Burger is offering just that, but on one condition.]	"['The company wants you to change your last name to ""burger.""']"
Stop eating this food immediately! It causes 4 types of cancer!	[However, according to recent research, this fast-food is also the leading cause for four types of cancer.]	['Hot dogs']
